Transaction_ID,Region,Department,Quarter,Units_Sold,Unit_Price,Revenue,Cost,Profit,Profit_Margin,Year
2321,East,Books,Q1,20,59.02,1180.4,988.6819642163277,191.71803578367235,0.1624,2024
2322,South,Clothing,Q3,23,54.82,1260.86,904.9679015328037,355.8920984671962,0.2823,2024
2323,South,Books,Q1,21,38.76,813.9599999999999,674.7523662705472,139.2076337294527,0.171,2024
2324,West,Books,Q2,24,75.73,1817.52,1431.5772814282343,385.9427185717657,0.2123,2024
2325,East,Sports,Q1,12,77.67,932.04,756.6303972835857,175.40960271641427,0.1882,2024
2326,North,Clothing,Q4,24,51.78,1242.72,919.9493947106712,322.77060528932884,0.2597,2024
2327,South,Books,Q4,14,59.1,827.4,651.8509291422495,175.5490708577505,0.2122,2024
2328,East,Clothing,Q1,24,84.99,2039.7599999999998,1347.6408472654211,692.1191527345786,0.3393,2024
2329,East,Home,Q4,20,59.05,1181.0,630.6455232767133,550.3544767232867,0.466,2024
2330,South,Home,Q3,14,29.64,414.96000000000004,276.6265079509498,138.33349204905022,0.3334,2024
2331,West,Home,Q4,18,50.65,911.6999999999999,519.0856584830884,392.6143415169115,0.4306,2024
2332,South,Books,Q4,26,44.82,1165.32,876.0313023506139,289.288697649386,0.2482,2024
2333,South,Home,Q3,23,43.36,997.28,603.6505326506101,393.62946734938987,0.3947,2024
2334,North,Sports,Q3,17,56.65,963.05,850.6202676903368,112.42973230966311,0.1167,2024
2335,North,Sports,Q2,23,42.78,983.94,598.7053181383654,385.2346818616346,0.3915,2024
2336,West,Books,Q3,19,62.52,1187.88,640.5679487315675,547.3120512684326,0.4607,2024
2337,East,Clothing,Q1,34,40.62,1381.08,1177.0245695792933,204.05543042070667,0.1478,2024
2338,South,Electronics,Q4,11,33.53,368.83000000000004,245.55393085361194,123.2760691463881,0.3342,2024
2339,West,Clothing,Q2,23,69.02,1587.4599999999998,1019.6488134074505,567.8111865925493,0.3577,2024
2340,North,Clothing,Q3,21,45.93,964.53,823.8584548280586,140.67154517194137,0.1458,2024
2341,South,Clothing,Q4,17,61.96,1053.32,801.978780716469,251.3412192835309,0.2386,2024
2342,East,Clothing,Q1,19,35.88,681.72,485.976814492836,195.74318550716401,0.2871,2024
2343,North,Electronics,Q1,15,47.26,708.9,447.21064541145483,261.68935458854514,0.3691,2024
2344,North,Home,Q2,22,59.78,1315.16,811.4506417505013,503.7093582494988,0.383,2024
2345,North,Clothing,Q1,21,38.38,805.98,589.8197893541349,216.16021064586516,0.2682,2024
2346,West,Sports,Q4,22,56.9,1251.8,876.9583175982638,374.8416824017362,0.2994,2024
2347,East,Books,Q3,24,67.92,1630.08,995.0026397027729,635.0773602972271,0.3896,2024
2348,South,Books,Q1,21,55.35,1162.3500000000001,666.746336537255,495.6036634627451,0.4264,2024
2349,West,Sports,Q3,11,41.93,461.23,381.53121148022063,79.69878851977938,0.1728,2024
2350,West,Clothing,Q4,25,40.71,1017.75,788.8567632117596,228.89323678824042,0.2249,2024
2351,West,Electronics,Q4,19,38.64,734.16,658.7744025600881,75.38559743991186,0.1027,2024
2352,North,Home,Q3,12,36.81,441.72,311.99568912746696,129.72431087253307,0.2937,2024
2353,East,Books,Q4,17,62.43,1061.31,952.7965395455868,108.51346045441312,0.1022,2024
2354,West,Home,Q2,15,36.02,540.3000000000001,369.74383097291644,170.55616902708363,0.3157,2024
2355,South,Electronics,Q1,15,45.6,684.0,488.36417503944233,195.63582496055767,0.286,2024
2356,East,Books,Q2,19,52.65,1000.35,583.8470914967498,416.5029085032502,0.4164,2024
2357,South,Home,Q2,17,44.42,755.14,422.73012411680855,332.40987588319143,0.4402,2024
2358,East,Electronics,Q2,18,39.72,714.96,626.367731962808,88.59226803719207,0.1239,2024
2359,South,Home,Q3,23,67.92,1562.16,1394.206360317578,167.95363968242214,0.1075,2024
2360,North,Clothing,Q3,18,40.81,734.58,528.1805617335035,206.39943826649653,0.281,2024
2361,West,Electronics,Q4,20,52.66,1053.1999999999998,641.2951434487788,411.904856551221,0.3911,2024
2362,South,Home,Q3,25,42.22,1055.5,929.4322701603251,126.06772983967494,0.1194,2024
2363,East,Clothing,Q4,17,41.36,703.12,575.6437580524373,127.4762419475627,0.1813,2024
2364,West,Clothing,Q3,23,30.05,691.15,395.2848209670856,295.8651790329144,0.4281,2024
2365,West,Electronics,Q4,16,50.23,803.68,497.7481724831827,305.93182751681724,0.3807,2024
2366,East,Sports,Q1,37,30.57,1131.09,567.4481925185091,563.6418074814908,0.4983,2024
2367,South,Books,Q4,23,54.34,1249.8200000000002,915.8693269632001,333.9506730368,0.2672,2024
2368,North,Electronics,Q1,16,45.59,729.44,518.3097851016772,211.13021489832283,0.2894,2024
2369,North,Clothing,Q4,20,35.64,712.8,403.12801650832716,309.6719834916728,0.4344,2024
2370,South,Clothing,Q3,16,32.96,527.36,335.25890814060216,192.10109185939785,0.3643,2024
2371,West,Electronics,Q3,19,15.48,294.12,257.5574212928938,36.562578707106184,0.1243,2024
2372,West,Sports,Q1,23,59.8,1375.3999999999999,1044.750312761552,330.64968723844777,0.2404,2024
2373,West,Books,Q2,16,49.19,787.04,665.2060808195753,121.83391918042469,0.1548,2024
2374,West,Home,Q2,18,52.36,942.48,787.2767550982051,155.20324490179496,0.1647,2024
2375,South,Electronics,Q4,12,57.45,689.4000000000001,598.5810514509848,90.81894854901532,0.1317,2024
2376,West,Books,Q3,23,73.72,1695.56,875.9538959159642,819.6061040840358,0.4834,2024
2377,East,Books,Q2,16,35.63,570.08,344.89175656465125,225.1882434353488,0.395,2024
2378,West,Clothing,Q3,12,40.69,488.28,325.3064022651727,162.97359773482725,0.3338,2024
2379,North,Home,Q3,27,57.91,1563.57,1182.1199971634198,381.4500028365801,0.244,2024
2380,West,Electronics,Q3,22,61.03,1342.66,997.9329763773999,344.7270236226002,0.2567,2024
2381,South,Clothing,Q4,15,50.92,763.8000000000001,457.09035572399665,306.7096442760034,0.4016,2024
2382,North,Clothing,Q1,18,19.55,351.90000000000003,203.08908336207273,148.8109166379273,0.4229,2024
2383,South,Sports,Q4,31,16.6,514.6,347.3368396566307,167.26316034336935,0.325,2024
2384,South,Books,Q2,18,48.83,878.9399999999999,527.581752027228,351.3582479727719,0.3998,2024
2385,North,Electronics,Q1,19,66.27,1259.1299999999999,1115.6455140433807,143.4844859566192,0.114,2024
2386,South,Electronics,Q2,23,71.54,1645.42,1458.1443433183767,187.27565668162333,0.1138,2024
2387,South,Electronics,Q1,22,24.38,536.36,292.49914580212703,243.86085419787298,0.4547,2024
2388,West,Clothing,Q1,30,56.98,1709.3999999999999,1336.8149350811373,372.5850649188626,0.218,2024
2389,East,Sports,Q4,19,56.65,1076.35,636.4362555541685,439.9137444458314,0.4087,2024
2390,South,Home,Q3,25,42.03,1050.75,826.9117274179106,223.83827258208942,0.213,2024
2391,South,Clothing,Q3,20,52.11,1042.2,840.891419412215,201.30858058778506,0.1932,2024
2392,South,Home,Q1,25,46.36,1159.0,601.8301799924028,557.1698200075972,0.4807,2024
2393,West,Sports,Q4,21,32.81,689.01,536.1457807186418,152.86421928135815,0.2219,2024
2394,East,Books,Q2,11,40.65,447.15,383.97610924079265,63.173890759207325,0.1413,2024
2395,North,Electronics,Q2,18,80.26,1444.68,847.3351025911328,597.3448974088673,0.4135,2024
2396,West,Home,Q3,19,54.34,1032.46,563.957596855019,468.50240314498103,0.4538,2024
2397,West,Clothing,Q3,21,31.83,668.43,485.76801041822887,182.66198958177108,0.2733,2024
2398,East,Home,Q2,15,33.13,496.95000000000005,351.3355499443466,145.61445005565344,0.293,2024
2399,East,Books,Q2,26,73.36,1907.36,1629.4728364806003,277.88716351939956,0.1457,2024
2400,West,Electronics,Q4,11,42.66,469.26,319.30062730910646,149.95937269089353,0.3196,2024
2401,North,Home,Q2,26,44.39,1154.14,767.9876164036609,386.1523835963392,0.3346,2024
2402,West,Books,Q4,24,61.89,1485.3600000000001,1166.8810280176508,318.4789719823493,0.2144,2024
2403,East,Clothing,Q3,21,44.9,942.9,500.6527377091335,442.2472622908665,0.469,2024
2404,North,Sports,Q2,26,42.02,1092.52,571.1883956162459,521.3316043837541,0.4772,2024
2405,East,Clothing,Q3,20,53.33,1066.6,748.7181298243215,317.8818701756784,0.298,2024
2406,North,Electronics,Q1,23,39.38,905.74,485.1257834955129,420.6142165044871,0.4644,2024
2407,South,Clothing,Q1,24,42.98,1031.52,903.2531410702587,128.26685892974126,0.1243,2024
2408,East,Clothing,Q1,23,73.9,1699.7,1294.655539396319,405.04446060368105,0.2383,2024
2409,East,Clothing,Q2,16,37.65,602.4,482.7991481357393,119.60085186426068,0.1985,2024
2410,West,Clothing,Q3,13,46.26,601.38,355.74580109513647,245.63419890486352,0.4085,2024
2411,East,Electronics,Q2,16,82.05,1312.8,915.8231071152751,396.97689288472486,0.3024,2024
2412,East,Books,Q3,17,2.61,44.37,24.56050229096658,19.80949770903342,0.4465,2024
2413,South,Home,Q4,23,78.49,1805.27,1049.2977846863716,755.9722153136283,0.4188,2024
2414,East,Sports,Q2,19,57.9,1100.1,800.0846157390325,300.0153842609674,0.2727,2024
2415,South,Home,Q1,22,57.0,1254.0,767.4041272225576,486.5958727774424,0.388,2024
2416,South,Home,Q4,14,56.77,794.7800000000001,688.9560528427094,105.82394715729072,0.1331,2024
2417,South,Sports,Q3,17,43.54,740.18,664.7535753015553,75.42642469844463,0.1019,2024
2418,South,Electronics,Q2,23,34.93,803.39,402.9568641452041,400.43313585479586,0.4984,2024
2419,North,Sports,Q3,16,49.61,793.76,637.8969115396737,155.86308846032625,0.1964,2024
2420,West,Electronics,Q3,17,48.31,821.27,448.52374160525363,372.74625839474635,0.4539,2024
2421,North,Home,Q2,23,53.4,1228.2,896.4007602494029,331.79923975059717,0.2702,2024
2422,East,Electronics,Q2,19,45.44,863.3599999999999,510.58542239707475,352.77457760292515,0.4086,2024
2423,North,Books,Q3,25,62.61,1565.25,1386.7325671895417,178.51743281045833,0.1141,2024
2424,North,Sports,Q3,17,62.26,1058.42,899.9986532560147,158.4213467439854,0.1497,2024
2425,East,Books,Q4,17,28.28,480.76,354.8774013529531,125.8825986470469,0.2618,2024
2426,East,Home,Q1,18,24.57,442.26,252.26804053309462,189.99195946690537,0.4296,2024
2427,East,Sports,Q3,24,38.33,919.92,747.961663109676,171.95833689032395,0.1869,2024
2428,North,Home,Q1,21,30.02,630.42,446.4125110458002,184.00748895419974,0.2919,2024
2429,North,Books,Q4,19,65.98,1253.6200000000001,933.4771198998461,320.142880100154,0.2554,2024
2430,East,Home,Q1,20,40.3,806.0,634.4648946419942,171.5351053580058,0.2128,2024
2431,West,Sports,Q1,20,57.81,1156.2,770.6452243663944,385.5547756336057,0.3335,2024
2432,West,Sports,Q4,12,47.96,575.52,289.54157604971783,285.97842395028215,0.4969,2024
2433,South,Home,Q3,19,63.62,1208.78,780.4713584627685,428.30864153723144,0.3543,2024
2434,East,Sports,Q1,22,43.46,956.12,636.2505023938547,319.8694976061453,0.3345,2024
2435,South,Sports,Q3,27,26.48,714.96,462.4148033812136,252.54519661878646,0.3532,2024
2436,West,Home,Q3,15,39.6,594.0,494.45864580432016,99.54135419567984,0.1676,2024
2437,South,Books,Q2,21,8.68,182.28,115.37246482802004,66.90753517197996,0.3671,2024
2438,East,Sports,Q3,14,27.37,383.18,255.40285433463072,127.77714566536929,0.3335,2024
2439,East,Sports,Q3,19,55.1,1046.9,549.2470143648611,497.652985635139,0.4754,2024
2440,East,Sports,Q1,24,52.91,1269.84,999.0379042649987,270.8020957350012,0.2133,2024
2441,North,Sports,Q3,14,41.43,580.02,339.98887647076265,240.03112352923733,0.4138,2024
2442,South,Home,Q3,28,47.43,1328.04,788.8618938409082,539.1781061590917,0.406,2024
2443,West,Books,Q2,21,26.1,548.1,402.71190703975645,145.38809296024357,0.2653,2024
2444,West,Books,Q2,21,60.14,1262.94,1128.3376033569964,134.60239664300366,0.1066,2024
2445,West,Electronics,Q1,18,46.92,844.5600000000001,560.8367161000108,283.72328389998927,0.3359,2024
2446,North,Sports,Q1,22,57.91,1274.02,803.7320952908407,470.2879047091593,0.3691,2024
2447,North,Sports,Q2,21,57.04,1197.84,616.2677272930297,581.5722727069702,0.4855,2024
2448,East,Electronics,Q2,15,54.25,813.75,663.165194677763,150.584805322237,0.1851,2024
2449,West,Books,Q4,16,35.78,572.48,346.07273907782024,226.40726092217977,0.3955,2024
2450,North,Clothing,Q3,17,54.17,920.89,743.6518190511097,177.23818094889032,0.1925,2024
2451,East,Clothing,Q1,17,56.56,961.52,589.3215517538279,372.1984482461721,0.3871,2024
2452,West,Books,Q1,18,39.91,718.3799999999999,367.778652568236,350.6013474317639,0.488,2024
2453,South,Sports,Q3,18,54.77,985.86,689.3967590300191,296.4632409699809,0.3007,2024
2454,East,Clothing,Q3,15,28.23,423.45,365.1931105354649,58.25688946453511,0.1376,2024
2455,North,Home,Q1,24,58.24,1397.76,816.6222861383818,581.1377138616182,0.4158,2024
2456,North,Home,Q2,20,54.61,1092.2,613.3446276116451,478.8553723883549,0.4384,2024
2457,East,Electronics,Q2,12,72.36,868.3199999999999,498.3408795187148,369.9791204812851,0.4261,2024
2458,East,Books,Q3,26,78.85,2050.1,1591.1043832409239,458.99561675907603,0.2239,2024
2459,North,Books,Q1,28,46.19,1293.32,836.724777565946,456.5952224340539,0.353,2024
2460,South,Clothing,Q3,20,57.66,1153.1999999999998,694.7157393356271,458.48426066437275,0.3976,2024
2461,West,Sports,Q2,19,55.19,1048.61,665.9502083210489,382.659791678951,0.3649,2024
2462,South,Books,Q4,23,45.88,1055.24,658.0881383355631,397.15186166443686,0.3764,2024
2463,East,Clothing,Q4,20,23.37,467.40000000000003,335.364563570995,132.03543642900502,0.2825,2024
2464,South,Clothing,Q2,26,32.97,857.22,474.3284706138105,382.8915293861895,0.4467,2024
2465,North,Books,Q3,20,42.0,840.0,590.9303852154292,249.06961478457083,0.2965,2024
2466,East,Clothing,Q4,21,54.04,1134.84,708.9337710054323,425.90622899456764,0.3753,2024
2467,West,Electronics,Q2,16,70.73,1131.68,988.0161596533234,143.6638403466767,0.1269,2024
2468,North,Electronics,Q1,16,48.47,775.52,518.6108431561972,256.90915684380275,0.3313,2024
2469,North,Books,Q3,24,65.6,1574.3999999999999,850.1819730339014,724.2180269660985,0.46,2024
2470,West,Sports,Q3,21,71.73,1506.3300000000002,1315.6942347724657,190.63576522753442,0.1266,2024
2471,West,Electronics,Q4,30,41.41,1242.3,1087.012567646816,155.28743235318393,0.125,2024
2472,South,Electronics,Q3,11,28.95,318.45,181.57946618497752,136.87053381502247,0.4298,2024
2473,East,Books,Q4,24,50.56,1213.44,1002.9928474746175,210.44715252538253,0.1734,2024
2474,West,Home,Q4,23,29.92,688.1600000000001,581.3412819705584,106.8187180294417,0.1552,2024
2475,West,Clothing,Q2,31,77.26,2395.06,1538.1999190798551,856.8600809201448,0.3578,2024
2476,East,Electronics,Q4,16,67.49,1079.84,608.8140152696225,471.02598473037744,0.4362,2024
2477,West,Home,Q1,19,71.14,1351.66,1107.5224218083463,244.1375781916538,0.1806,2024
2478,West,Sports,Q3,15,24.05,360.75,184.45956867230436,176.29043132769564,0.4887,2024
2479,South,Home,Q4,15,44.55,668.25,499.6926191587995,168.55738084120048,0.2522,2024
2480,North,Books,Q3,13,50.8,660.4,420.536141163317,239.863858836683,0.3632,2024
2481,North,Sports,Q4,26,56.03,1456.78,1075.7019367148193,381.07806328518063,0.2616,2024
2482,North,Sports,Q2,17,44.58,757.86,618.0643897793016,139.79561022069845,0.1845,2024
2483,North,Home,Q1,24,11.05,265.20000000000005,220.51254983721194,44.68745016278811,0.1685,2024
2484,West,Books,Q3,15,56.94,854.0999999999999,768.1663712851819,85.93362871481804,0.1006,2024
2485,East,Electronics,Q2,23,76.5,1759.5,1330.340599950847,429.15940004915296,0.2439,2024
2486,East,Home,Q3,22,80.15,1763.3000000000002,1039.2636785799002,724.0363214201,0.4106,2024
2487,South,Electronics,Q2,28,46.02,1288.5600000000002,786.5897666063504,501.9702333936498,0.3896,2024
2488,South,Home,Q1,22,51.18,1125.96,759.4127656490824,366.5472343509176,0.3255,2024
2489,West,Electronics,Q4,23,34.91,802.93,673.9700073057408,128.9599926942592,0.1606,2024
2490,East,Home,Q2,13,51.19,665.47,430.3874057299345,235.0825942700655,0.3533,2024
2491,East,Sports,Q3,19,43.57,827.83,641.8232060122951,186.0067939877049,0.2247,2024
2492,North,Clothing,Q3,21,42.23,886.8299999999999,459.4090695609896,427.4209304390103,0.482,2024
2493,West,Sports,Q2,24,27.55,661.2,444.341733240911,216.85826675908902,0.328,2024
2494,West,Electronics,Q1,17,73.11,1242.87,704.4717041947393,538.3982958052605,0.4332,2024
2495,North,Books,Q1,21,46.35,973.35,852.0483790778575,121.30162092214255,0.1246,2024
2496,West,Sports,Q4,19,42.82,813.58,664.3484314123943,149.2315685876057,0.1834,2024
2497,West,Clothing,Q4,20,53.37,1067.3999999999999,592.9367492563431,474.4632507436568,0.4445,2024
2498,South,Electronics,Q3,15,41.32,619.8,409.5269843191419,210.27301568085807,0.3393,2024
2499,East,Sports,Q3,15,18.54,278.09999999999997,148.01502286123983,130.08497713876014,0.4678,2024
2500,West,Home,Q4,29,69.58,2017.82,1611.478415507714,406.34158449228585,0.2014,2024
2501,South,Books,Q4,21,50.52,1060.92,611.6694070506124,449.2505929493876,0.4235,2024
2502,East,Electronics,Q4,23,61.81,1421.63,1168.201125911843,253.42887408815704,0.1783,2024
2503,North,Sports,Q2,29,52.9,1534.1,812.4732601946939,721.626739805306,0.4704,2024
2504,South,Electronics,Q4,17,64.23,1091.91,796.2021889514481,295.707811048552,0.2708,2024
2505,South,Home,Q2,18,60.53,1089.54,809.8338178338196,279.7061821661804,0.2567,2024
2506,East,Clothing,Q2,28,16.73,468.44,296.8663055946187,171.57369440538127,0.3663,2024
2507,North,Sports,Q4,26,56.72,1474.72,834.2244601667218,640.4955398332783,0.4343,2024
2508,South,Electronics,Q1,17,36.6,622.2,391.6946100819592,230.50538991804086,0.3705,2024
2509,West,Electronics,Q1,20,36.54,730.8,510.2479964502703,220.55200354972965,0.3018,2024
2510,West,Electronics,Q3,27,24.65,665.55,590.7708371241401,74.77916287585981,0.1124,2024
2511,West,Clothing,Q4,20,77.13,1542.6,1047.08098952424,495.51901047575984,0.3212,2024
2512,North,Electronics,Q3,27,47.96,1294.92,745.5537313233738,549.3662686766263,0.4242,2024
2513,South,Books,Q4,18,43.76,787.68,401.9960258743878,385.68397412561217,0.4896,2024
2514,West,Books,Q3,23,38.52,885.96,445.89637906622164,440.0636209337784,0.4967,2024
2515,North,Electronics,Q2,20,85.21,1704.1999999999998,1136.1819498995947,568.0180501004052,0.3333,2024
2516,West,Books,Q4,25,65.2,1630.0,1008.1936665155844,621.8063334844156,0.3815,2024
2517,East,Sports,Q1,19,13.96,265.24,144.8297324730674,120.41026752693261,0.454,2024
2518,South,Books,Q4,21,70.46,1479.6599999999999,841.7344235460267,637.9255764539731,0.4311,2024
2519,South,Electronics,Q3,20,36.22,724.4,463.5887585880783,260.8112414119217,0.36,2024
2520,North,Home,Q3,20,59.86,1197.2,927.4134486408382,269.7865513591619,0.2253,2024
2521,North,Sports,Q3,27,43.35,1170.45,870.6218872073119,299.8281127926881,0.2562,2024
2522,South,Clothing,Q3,19,23.97,455.42999999999995,242.28062250614403,213.14937749385592,0.468,2024
2523,West,Electronics,Q3,10,42.27,422.70000000000005,235.53292969386627,187.16707030613378,0.4428,2024
2524,West,Clothing,Q3,24,53.62,1286.8799999999999,1111.042254219161,175.837745780839,0.1366,2024
2525,East,Home,Q1,19,53.86,1023.34,540.7661156222583,482.5738843777417,0.4716,2024
2526,West,Clothing,Q3,18,44.75,805.5,466.8268109707709,338.6731890292291,0.4205,2024
2527,North,Electronics,Q1,26,50.8,1320.8,828.375212178804,492.424787821196,0.3728,2024
2528,North,Electronics,Q4,22,51.98,1143.56,677.0419844530172,466.5180155469827,0.408,2024
2529,West,Home,Q2,21,63.69,1337.49,824.3423469333865,513.1476530666135,0.3837,2024
2530,North,Electronics,Q1,18,69.66,1253.8799999999999,991.939665157351,261.9403348426489,0.2089,2024
2531,South,Home,Q4,21,50.03,1050.63,565.2444624000484,485.3855375999517,0.462,2024
2532,South,Home,Q2,17,30.15,512.55,328.4898919102484,184.06010808975157,0.3591,2024
2533,West,Electronics,Q1,17,59.6,1013.2,754.5216468463415,258.6783531536586,0.2553,2024
2534,South,Books,Q1,17,60.24,1024.08,532.0468171373417,492.03318286265824,0.4805,2024
2535,South,Home,Q4,21,63.37,1330.77,688.9634111410372,641.8065888589628,0.4823,2024
2536,East,Electronics,Q3,25,35.61,890.25,622.6648823654158,267.5851176345842,0.3006,2024
2537,East,Books,Q1,25,62.1,1552.5,1335.041044599572,217.45895540042807,0.1401,2024
2538,South,Home,Q1,20,54.75,1095.0,742.3085807009641,352.69141929903594,0.3221,2024
2539,West,Books,Q4,21,58.7,1232.7,816.8583490185381,415.84165098146195,0.3373,2024
2540,East,Sports,Q3,13,38.52,500.76000000000005,252.41464666350308,248.34535333649697,0.4959,2024
2541,North,Sports,Q2,14,21.87,306.18,242.82662843895142,63.35337156104859,0.2069,2024
2542,North,Books,Q3,17,29.56,502.52,284.2424268904491,218.27757310955087,0.4344,2024
2543,North,Home,Q3,13,63.25,822.25,640.8595614566327,181.39043854336728,0.2206,2024
2544,West,Electronics,Q4,26,75.67,1967.42,1257.9732745275855,709.4467254724145,0.3606,2024
2545,South,Clothing,Q3,24,61.7,1480.8000000000002,767.0476015731555,713.7523984268447,0.482,2024
2546,North,Electronics,Q4,21,31.62,664.02,419.10305199474635,244.91694800525363,0.3688,2024
2547,West,Clothing,Q2,27,49.34,1332.18,1017.5512357805939,314.6287642194062,0.2362,2024
2548,East,Clothing,Q1,19,54.38,1033.22,834.1551458577479,199.0648541422521,0.1927,2024
2549,South,Home,Q1,17,50.67,861.39,649.6755334055739,211.71446659442609,0.2458,2024
2550,East,Books,Q4,20,52.38,1047.6000000000001,821.7629102190957,225.83708978090442,0.2156,2024
2551,West,Electronics,Q4,19,34.04,646.76,384.41192731451065,262.34807268548934,0.4056,2024
2552,North,Books,Q3,23,27.64,635.72,563.3110289774157,72.4089710225843,0.1139,2024
2553,North,Sports,Q3,21,35.27,740.6700000000001,437.56131917920254,303.10868082079753,0.4092,2024
2554,West,Home,Q1,15,31.33,469.95,266.9502250860051,202.99977491399488,0.432,2024
2555,North,Home,Q1,17,51.71,879.07,527.3758036921812,351.69419630781886,0.4001,2024
2556,South,Sports,Q1,17,53.47,908.99,807.9303743321115,101.05962566788855,0.1112,2024
2557,West,Electronics,Q4,25,29.36,734.0,386.0703831097866,347.9296168902134,0.474,2024
2558,East,Sports,Q2,25,48.74,1218.5,986.2272368080229,232.2727631919771,0.1906,2024
2559,West,Electronics,Q2,28,77.68,2175.04,1179.1209423735693,995.9190576264307,0.4579,2024
2560,South,Clothing,Q4,13,52.13,677.69,548.465751659437,129.224248340563,0.1907,2024
2561,South,Home,Q3,24,43.54,1044.96,638.2716201633126,406.68837983668743,0.3892,2024
2562,West,Electronics,Q2,17,63.01,1071.17,846.9197672088046,224.25023279119546,0.2094,2024
2563,West,Books,Q3,17,85.66,1456.22,756.6522608123693,699.5677391876308,0.4804,2024
2564,North,Books,Q1,14,53.11,743.54,471.2840295580772,272.2559704419228,0.3662,2024
2565,South,Home,Q1,26,41.1,1068.6000000000001,732.899089032651,335.70091096734916,0.3142,2024
2566,West,Sports,Q3,19,51.76,983.4399999999999,499.85307544418697,483.58692455581297,0.4917,2024
2567,West,Sports,Q1,20,70.75,1415.0,809.8601639667316,605.1398360332684,0.4277,2024
2568,South,Electronics,Q4,29,48.89,1417.81,804.6344704018225,613.1755295981775,0.4325,2024
2569,West,Sports,Q3,14,50.5,707.0,489.6404042222929,217.3595957777071,0.3074,2024
2570,North,Home,Q3,19,71.27,1354.1299999999999,749.1984280382268,604.9315719617731,0.4467,2024
2571,South,Electronics,Q3,24,51.7,1240.8000000000002,1105.389005501396,135.41099449860417,0.1091,2024
2572,North,Clothing,Q2,24,75.8,1819.1999999999998,1555.0010823227215,264.19891767727836,0.1452,2024
2573,North,Sports,Q3,23,29.04,667.92,393.89547519835276,274.0245248016472,0.4103,2024
2574,North,Sports,Q3,24,56.87,1364.8799999999999,810.307418355229,554.5725816447709,0.4063,2024
2575,North,Electronics,Q3,22,79.62,1751.64,1539.64075631888,211.9992436811201,0.121,2024
2576,South,Books,Q2,14,86.89,1216.46,753.9834312695693,462.4765687304307,0.3802,2024
2577,North,Sports,Q1,10,43.83,438.29999999999995,293.3610115317,144.93898846829995,0.3307,2024
2578,North,Home,Q2,24,46.02,1104.48,862.1479746689922,242.3320253310078,0.2194,2024
2579,West,Sports,Q4,19,79.14,1503.66,958.7556374273425,544.9043625726575,0.3624,2024
2580,South,Clothing,Q3,15,44.83,672.4499999999999,578.9678257408327,93.48217425916721,0.139,2024
2581,South,Sports,Q4,19,42.26,802.9399999999999,590.6543001454635,212.28569985453646,0.2644,2024
2582,East,Books,Q2,27,42.56,1149.1200000000001,835.2888198597524,313.83118014024774,0.2731,2024
2583,South,Sports,Q1,17,36.76,624.92,451.01612238184293,173.90387761815703,0.2783,2024
2584,South,Electronics,Q1,27,33.99,917.73,499.9966378179164,417.7333621820836,0.4552,2024
2585,East,Sports,Q3,18,47.18,849.24,693.1299402210517,156.1100597789483,0.1838,2024
2586,South,Books,Q1,23,25.58,588.3399999999999,428.80893529583244,159.53106470416748,0.2712,2024
2587,South,Electronics,Q2,19,40.97,778.43,405.87937270206845,372.5506272979315,0.4786,2024
2588,South,Home,Q2,23,73.63,1693.4899999999998,1422.7757724372414,270.7142275627584,0.1599,2024
2589,South,Electronics,Q1,23,63.35,1457.05,1153.6678050676342,303.3821949323658,0.2082,2024
2590,East,Clothing,Q3,27,41.61,1123.47,691.5583308115238,431.91166918847625,0.3844,2024
2591,South,Electronics,Q3,19,53.95,1025.05,629.8068218075765,395.24317819242344,0.3856,2024
2592,South,Home,Q2,16,48.64,778.24,546.236080814084,232.00391918591606,0.2981,2024
2593,East,Sports,Q1,16,38.75,620.0,311.7934869206076,308.2065130793924,0.4971,2024
2594,West,Electronics,Q2,21,15.5,325.5,268.1626105766524,57.33738942334759,0.1762,2024
2595,North,Electronics,Q2,23,36.66,843.18,739.3155632565248,103.86443674347515,0.1232,2024
2596,West,Electronics,Q4,26,45.49,1182.74,802.65577280669,380.08422719330997,0.3214,2024
2597,East,Electronics,Q2,9,87.54,787.86,563.0281157997456,224.83188420025442,0.2854,2024
2598,North,Home,Q3,22,59.43,1307.46,1077.234473230209,230.22552676979103,0.1761,2024
2599,East,Books,Q1,20,48.57,971.4,593.5638537373413,377.83614626265864,0.389,2024
2600,East,Books,Q1,29,57.65,1671.85,1164.764841609686,507.08515839031384,0.3033,2024
2601,South,Electronics,Q4,27,53.84,1453.68,791.3799342026772,662.3000657973229,0.4556,2024
2602,North,Home,Q4,20,39.6,792.0,618.3643727857332,173.63562721426683,0.2192,2024
2603,South,Home,Q3,21,49.19,1032.99,844.0995063753343,188.89049362466574,0.1829,2024
2604,North,Electronics,Q4,22,44.77,984.94,518.8292156600853,466.11078433991474,0.4732,2024
2605,East,Clothing,Q2,22,27.32,601.04,512.6677664092368,88.37223359076313,0.147,2024
2606,East,Electronics,Q2,18,41.64,749.52,487.0439331448566,262.47606685514336,0.3502,2024
2607,West,Clothing,Q3,23,48.6,1117.8,971.2370206207978,146.56297937920215,0.1311,2024
2608,North,Electronics,Q1,16,56.75,908.0,780.942660793662,127.05733920633804,0.1399,2024
2609,South,Clothing,Q3,20,50.56,1011.2,825.5031074397648,185.69689256023526,0.1836,2024
